Subtribe,Species Name,Authority,Synonymous,Chromosome number (2n),Chromosome number (n),Chromosome Number Reference,Genome Size (1C (pg)),Genome Size Reference
Oncidiinae Benth.,Trichocentrum cebolleta,(Jacq.) M.W.Chase & N.H.Williams,Cohniella cebolleta (Jacq.) Christenson; Cymbidium juncifolium (L.) Willd.; Dendrobium cebolleta Jacq.; Epidendrum ceboletta Jacq.; Epidendrum cebolleta Jacq.; Epidendrum juncifolium L.; Oncidium cebolleta (Jacq.) Sw.; Oncidium humboldtii Schltr.; Oncidium juncifolium (L.) Lindl.; Oncidium ottonis Rchb.f. ex Kraenzl.; Oncidium sepula Hoffmanns.; Oncidium ultrajectinum Pulle; Stilifolium cebolleta (Jacq.) Königer & D.Pongratz ,36,NA,Phang et al. (1979),NA,
Oncidiinae Benth.,Trichocentrum cebolleta,(Jacq.) M.W.Chase & N.H.Williams,Cohniella cebolleta (Jacq.) Christenson; Cymbidium juncifolium (L.) Willd.; Dendrobium cebolleta Jacq.; Epidendrum ceboletta Jacq.; Epidendrum cebolleta Jacq.; Epidendrum juncifolium L.; Oncidium cebolleta (Jacq.) Sw.; Oncidium humboldtii Schltr.; Oncidium juncifolium (L.) Lindl.; Oncidium ottonis Rchb.f. ex Kraenzl.; Oncidium sepula Hoffmanns.; Oncidium ultrajectinum Pulle; Stilifolium cebolleta (Jacq.) Königer & D.Pongratz ,"36, 72",NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Trichocentrum haematochilum,(Lindl. & Paxton) M.W.Chase & N.H.Williams,Lophiaris haematochila (Lindl. & Paxton) Braem; Oncidium haematochilum Lindl. & Paxton ,28,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Trichocentrum haematochilum,(Lindl. & Paxton) M.W.Chase & N.H.Williams,Lophiaris haematochila (Lindl. & Paxton) Braem; Oncidium haematochilum Lindl. & Paxton ,"c.40, 28",NA,Sinotô (1962),NA,
Oncidiinae Benth.,Trichocentrum jonesianum ,(Rchb.f.) M.W.Chase & N.H.Williams,Cohniella jonesiana (Rchb.f.) Christenson; Oncidium jonesianum Rchb.f.; Oncidium jonesianum var. flavens Rchb.f.; Oncidium jonesianum var. phaeanthum Sander; Stilifolium jonesianum (Rchb.f.) Königer & D.Pongratz ,30,NA,Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Trichocentrum lanceanum,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris fragrans Raf.; Lophiaris lanceana (Lindl.) Braem; Oncidium lanceanum Lindl.; Oncidium lanceanum f. aureum Christenson ,26,NA,Sharma & Chatterji (1966),NA,
Oncidiinae Benth.,Trichocentrum lanceanum,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris fragrans Raf.; Lophiaris lanceana (Lindl.) Braem; Oncidium lanceanum Lindl.; Oncidium lanceanum f. aureum Christenson ,26,NA,Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Trichocentrum lanceanum,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris fragrans Raf.; Lophiaris lanceana (Lindl.) Braem; Oncidium lanceanum Lindl.; Oncidium lanceanum f. aureum Christenson ,26,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Trichocentrum lanceanum,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris fragrans Raf.; Lophiaris lanceana (Lindl.) Braem; Oncidium lanceanum Lindl.; Oncidium lanceanum f. aureum Christenson ,28,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Trichocentrum lanceanum,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris fragrans Raf.; Lophiaris lanceana (Lindl.) Braem; Oncidium lanceanum Lindl.; Oncidium lanceanum f. aureum Christenson ,28,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Trichocentrum lanceanum,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris fragrans Raf.; Lophiaris lanceana (Lindl.) Braem; Oncidium lanceanum Lindl.; Oncidium lanceanum f. aureum Christenson ,28,NA,Dodson (1958),NA,
Oncidiinae Benth.,Trichocentrum luridum ,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris cosymbephora (C.Morren) R.Jiménez & Carnevali; Lophiaris lurida (Lindl.) Braem; Oncidium cosymbephorum C.Morren; Oncidium guttatum var. morrenii (Lindl.) Rchb.f.; Oncidium henchmannii (Knowles & Westc.) Lodd.; Oncidium luridum Lindl.; Oncidium luridum var. morrenii Lindl.; Trichocentrum cosymbephorum (C.Morren) R.Jiménez & Carnevali ,28,NA,Sharma & Chatterji (1966),NA,
Oncidiinae Benth.,Trichocentrum luridum ,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris cosymbephora (C.Morren) R.Jiménez & Carnevali; Lophiaris lurida (Lindl.) Braem; Oncidium cosymbephorum C.Morren; Oncidium guttatum var. morrenii (Lindl.) Rchb.f.; Oncidium henchmannii (Knowles & Westc.) Lodd.; Oncidium luridum Lindl.; Oncidium luridum var. morrenii Lindl.; Trichocentrum cosymbephorum (C.Morren) R.Jiménez & Carnevali ,30,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Trichocentrum luridum ,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris cosymbephora (C.Morren) R.Jiménez & Carnevali; Lophiaris lurida (Lindl.) Braem; Oncidium cosymbephorum C.Morren; Oncidium guttatum var. morrenii (Lindl.) Rchb.f.; Oncidium henchmannii (Knowles & Westc.) Lodd.; Oncidium luridum Lindl.; Oncidium luridum var. morrenii Lindl.; Trichocentrum cosymbephorum (C.Morren) R.Jiménez & Carnevali ,30,NA,Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Trichocentrum luridum ,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris cosymbephora (C.Morren) R.Jiménez & Carnevali; Lophiaris lurida (Lindl.) Braem; Oncidium cosymbephorum C.Morren; Oncidium guttatum var. morrenii (Lindl.) Rchb.f.; Oncidium henchmannii (Knowles & Westc.) Lodd.; Oncidium luridum Lindl.; Oncidium luridum var. morrenii Lindl.; Trichocentrum cosymbephorum (C.Morren) R.Jiménez & Carnevali ,32,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Trichocentrum luridum ,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris cosymbephora (C.Morren) R.Jiménez & Carnevali; Lophiaris lurida (Lindl.) Braem; Oncidium cosymbephorum C.Morren; Oncidium guttatum var. morrenii (Lindl.) Rchb.f.; Oncidium henchmannii (Knowles & Westc.) Lodd.; Oncidium luridum Lindl.; Oncidium luridum var. morrenii Lindl.; Trichocentrum cosymbephorum (C.Morren) R.Jiménez & Carnevali ,32,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Trichocentrum microchilum,(Bateman ex Lindl.) M.W.Chase & N.H.Williams,"Lophiarella microchila (Bateman ex Lindl.) Szlach., Mytnik & Romowicz; Lophiaris microchila (Bateman ex Lindl.) Senghas; Oncidium funckii Lubbers; Oncidium microchilum Bateman ex Lindl. ","36, 37",NA,Sinotô (1969a),4.88,Chase et al. (2005)
Oncidiinae Benth.,Trichocentrum microchilum,(Bateman ex Lindl.) M.W.Chase & N.H.Williams,"Lophiarella microchila (Bateman ex Lindl.) Szlach., Mytnik & Romowicz; Lophiaris microchila (Bateman ex Lindl.) Senghas; Oncidium funckii Lubbers; Oncidium microchilum Bateman ex Lindl. ","36, 37",NA, Charanasri & Kamemoto (1973),4.88,Chase et al. (2005)
Oncidiinae Benth.,Trichocentrum microchilum,(Bateman ex Lindl.) M.W.Chase & N.H.Williams,"Lophiarella microchila (Bateman ex Lindl.) Szlach., Mytnik & Romowicz; Lophiaris microchila (Bateman ex Lindl.) Senghas; Oncidium funckii Lubbers; Oncidium microchilum Bateman ex Lindl. ","36, 37",NA,Sinotô (1962),4.88,Chase et al. (2005)
Oncidiinae Benth.,Trichocentrum microchilum,(Bateman ex Lindl.) M.W.Chase & N.H.Williams,"Lophiarella microchila (Bateman ex Lindl.) Szlach., Mytnik & Romowicz; Lophiaris microchila (Bateman ex Lindl.) Senghas; Oncidium funckii Lubbers; Oncidium microchilum Bateman ex Lindl. ",36,NA,Charanasri & Kamemoto (1975),4.88,Chase et al. (2005)
Oncidiinae Benth.,Trichocentrum microchilum,(Bateman ex Lindl.) M.W.Chase & N.H.Williams,"Lophiarella microchila (Bateman ex Lindl.) Szlach., Mytnik & Romowicz; Lophiaris microchila (Bateman ex Lindl.) Senghas; Oncidium funckii Lubbers; Oncidium microchilum Bateman ex Lindl. ",36,NA,Dodson (1958) ,4.88,Chase et al. (2005)
Oncidiinae Benth.,Trichocentrum nanum,(Lindl.) M.W.Chase & N.H.Williams, Lophiaris nana (Lindl.) Braem; Oncidium nanum Lindl.; Oncidium patulum Schltr.; Oncidium thyrsiflorum Barb.Rodr. ,26,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Trichocentrum nanum,(Lindl.) M.W.Chase & N.H.Williams, Lophiaris nana (Lindl.) Braem; Oncidium nanum Lindl.; Oncidium patulum Schltr.; Oncidium thyrsiflorum Barb.Rodr. ,26,NA, Sinotô (1969a),NA,
Oncidiinae Benth.,Trichocentrum nanum,(Lindl.) M.W.Chase & N.H.Williams, Lophiaris nana (Lindl.) Braem; Oncidium nanum Lindl.; Oncidium patulum Schltr.; Oncidium thyrsiflorum Barb.Rodr. ,28,NA,Dodson (1958),NA,
Oncidiinae Benth.,Trichocentrum nanum,(Lindl.) M.W.Chase & N.H.Williams, Lophiaris nana (Lindl.) Braem; Oncidium nanum Lindl.; Oncidium patulum Schltr.; Oncidium thyrsiflorum Barb.Rodr. ,36,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Trichocentrum nudum subsp. stipitatum ,(Lindl.) Dressler & N.H.Williams,,28,NA,Dodson (1958),NA,
Oncidiinae Benth.,Trichocentrum nudum subsp. stipitatum ,(Lindl.) Dressler & N.H.Williams,,36,NA,Assavaphiches (1974),NA,
Oncidiinae Benth.,Trichocentrum nudum subsp. stipitatum ,(Lindl.) Dressler & N.H.Williams,,36,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Trichocentrum oestlundianum ,(L.O.Williams) M.W.Chase & N.H.Williams,Lophiaris oestlundiana (L.O.Williams) Braem; Oncidium luridum var. atratum Lindl.; Oncidium oestlundianum L.O.Williams ,28,NA,Dodson (1958),NA,
Oncidiinae Benth.,Trichocentrum splendidum,(A.Rich. ex Duch.) M.W.Chase & N.H.Williams,Lophiaris splendida (A.Rich. ex Duch.) Christenson; Lophiaris splendida f. holoxantha (auct.) Christenson; Oncidium splendidum A.Rich. ex Duch.; Oncidium splendidum var. holoxanthum auct.; Oncidium splendidum var. xanthinum auct.; Oncidium tigrinum var. splendidum (A.Rich. ex Duch.) Hook.f. ,34,NA,Dodson (1958),NA,
Oncidiinae Benth.,Trichocentrum splendidum,(A.Rich. ex Duch.) M.W.Chase & N.H.Williams,Lophiaris splendida (A.Rich. ex Duch.) Christenson; Lophiaris splendida f. holoxantha (auct.) Christenson; Oncidium splendidum A.Rich. ex Duch.; Oncidium splendidum var. holoxanthum auct.; Oncidium splendidum var. xanthinum auct.; Oncidium tigrinum var. splendidum (A.Rich. ex Duch.) Hook.f. ,36,NA,Phang et al. (1979),NA,
Oncidiinae Benth.,Trichocentrum splendidum,(A.Rich. ex Duch.) M.W.Chase & N.H.Williams,Lophiaris splendida (A.Rich. ex Duch.) Christenson; Lophiaris splendida f. holoxantha (auct.) Christenson; Oncidium splendidum A.Rich. ex Duch.; Oncidium splendidum var. holoxanthum auct.; Oncidium splendidum var. xanthinum auct.; Oncidium tigrinum var. splendidum (A.Rich. ex Duch.) Hook.f. ,36,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Trichocentrum splendidum,(A.Rich. ex Duch.) M.W.Chase & N.H.Williams,Lophiaris splendida (A.Rich. ex Duch.) Christenson; Lophiaris splendida f. holoxantha (auct.) Christenson; Oncidium splendidum A.Rich. ex Duch.; Oncidium splendidum var. holoxanthum auct.; Oncidium splendidum var. xanthinum auct.; Oncidium tigrinum var. splendidum (A.Rich. ex Duch.) Hook.f. ,36,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Trichocentrum stramineum,(Bateman ex Lindl.) M.W.Chase & N.H.Williams,Lophiaris straminea (Bateman ex Lindl.) Braem; Oncidium arietinum Kraenzl.; Oncidium columbae Rchb. ex Lindl.; Oncidium saltator Lem.; Oncidium stramineum Bateman ex Lindl. ,28,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Trichocentrum stramineum,(Bateman ex Lindl.) M.W.Chase & N.H.Williams,Lophiaris straminea (Bateman ex Lindl.) Braem; Oncidium arietinum Kraenzl.; Oncidium columbae Rchb. ex Lindl.; Oncidium saltator Lem.; Oncidium stramineum Bateman ex Lindl. ,28,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Trichocentrum stramineum,(Bateman ex Lindl.) M.W.Chase & N.H.Williams,Lophiaris straminea (Bateman ex Lindl.) Braem; Oncidium arietinum Kraenzl.; Oncidium columbae Rchb. ex Lindl.; Oncidium saltator Lem.; Oncidium stramineum Bateman ex Lindl. ,30,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Trichocentrum stramineum,(Bateman ex Lindl.) M.W.Chase & N.H.Williams,Lophiaris straminea (Bateman ex Lindl.) Braem; Oncidium arietinum Kraenzl.; Oncidium columbae Rchb. ex Lindl.; Oncidium saltator Lem.; Oncidium stramineum Bateman ex Lindl. ,30,NA,Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Trichocentrum teres ,(Ames & C.Schweinf.) M.W.Chase & N.H.Williams,,28,NA,Dodson (1958),NA,
Oncidiinae Benth.,Trichocentrum tigrinum,Linden & Rchb.f.,Trichocentrum tigrinum var. splendens L.Linden & Rodigas ,24,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Trichocentrum undulatum ,(Sw.) Ackerman & M.W.Chase, Epidendrum maculatum Aubl.; Epidendrum undulatum Sw.; Lophiaris maculata (Aubl.) Ackerman; Oncidium maculatum (Aubl.) Urb.; Oncidium maculatum var. herbaceum Lindl.; Oncidium maculatum var. russellianum Lindl.; Oncidium undulatum (Sw.) Salisb.; Trichocentrum maculatum (Aubl.) M.W.Chase & N.H.Williams ,24,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Trichocentrum undulatum ,(Sw.) Ackerman & M.W.Chase, Epidendrum maculatum Aubl.; Epidendrum undulatum Sw.; Lophiaris maculata (Aubl.) Ackerman; Oncidium maculatum (Aubl.) Urb.; Oncidium maculatum var. herbaceum Lindl.; Oncidium maculatum var. russellianum Lindl.; Oncidium undulatum (Sw.) Salisb.; Trichocentrum maculatum (Aubl.) M.W.Chase & N.H.Williams ,32,NA,e-flora,,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242101982
Oncidiinae Benth.,Trichocentrum ascendens,(Lindl.) M.W.Chase & N.H.Williams,Cohnia quekettioides Rchb.f.; Cohniella ascendens (Lindl.) Christenson; Cohniella bolivianensis (Oppenheim) Senghas; Cohniella quekettioides (Rchb.f.) Pfitzer; Oncidium ascendens Lindl.; Oncidium bolivianense Oppenheim; Oncidium subulifolium Schltr.; Stilifolium ascendens (Lindl.) Königer & D.Pongratz ,NA,NA,,1.70,Chase et al. (2005)
Stanhopeinae Benth.,Genus Stanhopea  J.Frost ex Hook. (68 species),,,,,,,
Stanhopeinae Benth.,Stanhopea ecornuta,Lem.,Stanhopea calceolus Rchb.f. ; Stanhopeastrum ecornutum Rchb.f. ,c.40,NA,Daker & Jones (1970)        ,NA,
Stanhopeinae Benth.,Stanhopea embreei,Dodson,,NA,NA,,2.16,Trávníček et al. (2015)
Stanhopeinae Benth.,Stanhopea insignis,J.Frost ex Hook.,Ceratochilus insignis (J.Frost ex Hook.) Lindl. ex G.Don; Stanhopea atropurpurea Lodd. ex Planch.; Stanhopea flava Lodd. ex Beer; Stanhopea insignis var. atrorubens Henshall; Stanhopea insignis var. flava Lodd.; Stanhopea insignis var. guttata Henshall; Stanhopea insignis var. leucochila Lem.; Stanhopea insignis var. punctata Lodd. ex Heynh.; Stanhopea insignis var. speciosa Hoffmanns.; Stanhopea insignis var. superba Planch.; Stanhopea odoratissima Planch. ,40,NA,Tanaka & Kamemoto (1984),NA,
Stanhopeinae Benth.,Stanhopea insignis,J.Frost ex Hook.,Ceratochilus insignis (J.Frost ex Hook.) Lindl. ex G.Don; Stanhopea atropurpurea Lodd. ex Planch.; Stanhopea flava Lodd. ex Beer; Stanhopea insignis var. atrorubens Henshall; Stanhopea insignis var. flava Lodd.; Stanhopea insignis var. guttata Henshall; Stanhopea insignis var. leucochila Lem.; Stanhopea insignis var. punctata Lodd. ex Heynh.; Stanhopea insignis var. speciosa Hoffmanns.; Stanhopea insignis var. superba Planch.; Stanhopea odoratissima Planch. ,40,NA,Hoffmann (1930),NA,
Stanhopeinae Benth.,Stanhopea candida,Barb Rodr.,Stanhopea eburnea var. nivea Stein; Stanhopea randii Rolfe; Tadeastrum candidum (Barb.Rodr.) Szlach. ,40,NA,Daker & Jones (1970),NA,
Stanhopeinae Benth.,Stanhopea costaricensis,Rchb.,,40,NA,Daker & Jones (1970),NA,
Stanhopeinae Benth.,Stanhopea gibbosa,Rchb.,Stanhopea carchiensis Dodson; Stanhopea impressa Rolfe ,40,NA,Daker & Jones (1970),NA,
Stanhopeinae Benth.,Stanhopea grandiflora,(Lodd.) Lindl,Ceratochilus grandiflorus Lodd.;Stanhopea calceolata Drapiez;Stanhopea calceolata Rchb.f.;Stanhopea eburnea Lindl.;Stanhopea eburnea var. gracilis Heynh.; Stanhopea eburnea var. grandiflora (Lodd.) Regel; Stanhopea eburnea var. odorata Heynh.; Stanhopea eburnea var. punctata Heynh.; Stanhopea eburnea var. spectabilis Lem.; Tadeastrum grandiflorum (Lodd.) Szlach. ,40,NA,Daker & Jones (1970),NA,
Stanhopeinae Benth.,Stanhopea graveolens,Lindl.,Stanhopea aurata (Lindl.) Planch.; Stanhopea graveolens var. alba Heynh.; Stanhopea graveolens var. aurata Lindl.; Stanhopea graveolens var. inodora Regel; Stanhopea graveolens var. major Heynh.; Stanhopea graveolens var. venusta Lindl. ex Planch.; Stanhopea inodora Rchb.f.; Stanhopea purpusii Schltr.; Stanhopea wardii var. froebeliana Cogn.; Stanhopea wardii var. venusta Lindl. ,40,NA,Daker & Jones (1970),NA,
Stanhopeinae Benth.,Stanhopea hernandezii,(Kunth) Schltr.,Anguloa hernandezii Kunth; Maxillaria lyncea Lindl.; Stanhopea cavendishii Lindl. ex W.Baxter; Stanhopea devoniana hort. ex Henshall; Stanhopea devoniensis Lindl.; Stanhopea lyncea (Lindl.) P.N.Don ,40,NA,Daker & Jones (1970),NA,
Stanhopeinae Benth.,Stanhopea oculata,(Lodd.) Lindl.,Ceratochilus oculatus G. Lodd.; Ceratochilus oculatus Lodd.;Dendrobium grandiflorum Sw.; Epidendrum cornutum Sessé & Moc.; Stanhopea aurantia Lodd. ex P.N.Don; Stanhopea bucephalus Lindl.; Stanhopea cymbiformis Rchb.f.; Stanhopea guttata Beer; Stanhopea guttata K.Koch; Stanhopea lindleyi Zucc.; Stanhopea minor Schltr.; Stanhopea oculata var. aureum Henshall; Stanhopea oculata var. barkeri Heynh.; Stanhopea oculata var. barkeriana Lindl.; Stanhopea oculata var. cinnamomum Henshall; Stanhopea oculata var. conspicua Regel; Stanhopea oculata var. constricta Klinge; Stanhopea oculata var. flava Planch.; Stanhopea oculata var. geniculata Klinge; Stanhopea oculata var. lindleyi (Zucc.) Lindl.; Stanhopea oculata var. meleagris auct.; Stanhopea oculata var. minor Heynh.; Stanhopea oculata var. viridiaurea Planch.; Stanhopea ornatissima Lem. ,40,NA,Arp (1973),NA,
Stanhopeinae Benth.,Stanhopea oculata,(Lodd.) Lindl.,Ceratochilus oculatus G. Lodd.; Ceratochilus oculatus Lodd.;Dendrobium grandiflorum Sw.; Epidendrum cornutum Sessé & Moc.; Stanhopea aurantia Lodd. ex P.N.Don; Stanhopea bucephalus Lindl.; Stanhopea cymbiformis Rchb.f.; Stanhopea guttata Beer; Stanhopea guttata K.Koch; Stanhopea lindleyi Zucc.; Stanhopea minor Schltr.; Stanhopea oculata var. aureum Henshall; Stanhopea oculata var. barkeri Heynh.; Stanhopea oculata var. barkeriana Lindl.; Stanhopea oculata var. cinnamomum Henshall; Stanhopea oculata var. conspicua Regel; Stanhopea oculata var. constricta Klinge; Stanhopea oculata var. flava Planch.; Stanhopea oculata var. geniculata Klinge; Stanhopea oculata var. lindleyi (Zucc.) Lindl.; Stanhopea oculata var. meleagris auct.; Stanhopea oculata var. minor Heynh.; Stanhopea oculata var. viridiaurea Planch.; Stanhopea ornatissima Lem. ,40,NA,Afzelius (1943),NA,
Stanhopeinae Benth.,Stanhopea oculata,(Lodd.) Lindl.,Ceratochilus oculatus G. Lodd.; Ceratochilus oculatus Lodd.;Dendrobium grandiflorum Sw.; Epidendrum cornutum Sessé & Moc.; Stanhopea aurantia Lodd. ex P.N.Don; Stanhopea bucephalus Lindl.; Stanhopea cymbiformis Rchb.f.; Stanhopea guttata Beer; Stanhopea guttata K.Koch; Stanhopea lindleyi Zucc.; Stanhopea minor Schltr.; Stanhopea oculata var. aureum Henshall; Stanhopea oculata var. barkeri Heynh.; Stanhopea oculata var. barkeriana Lindl.; Stanhopea oculata var. cinnamomum Henshall; Stanhopea oculata var. conspicua Regel; Stanhopea oculata var. constricta Klinge; Stanhopea oculata var. flava Planch.; Stanhopea oculata var. geniculata Klinge; Stanhopea oculata var. lindleyi (Zucc.) Lindl.; Stanhopea oculata var. meleagris auct.; Stanhopea oculata var. minor Heynh.; Stanhopea oculata var. viridiaurea Planch.; Stanhopea ornatissima Lem. ,40,NA,Chardard (1963),NA,
Stanhopeinae Benth.,Stanhopea oculata,(Lodd.) Lindl.,Ceratochilus oculatus G. Lodd.; Ceratochilus oculatus Lodd.;Dendrobium grandiflorum Sw.; Epidendrum cornutum Sessé & Moc.; Stanhopea aurantia Lodd. ex P.N.Don; Stanhopea bucephalus Lindl.; Stanhopea cymbiformis Rchb.f.; Stanhopea guttata Beer; Stanhopea guttata K.Koch; Stanhopea lindleyi Zucc.; Stanhopea minor Schltr.; Stanhopea oculata var. aureum Henshall; Stanhopea oculata var. barkeri Heynh.; Stanhopea oculata var. barkeriana Lindl.; Stanhopea oculata var. cinnamomum Henshall; Stanhopea oculata var. conspicua Regel; Stanhopea oculata var. constricta Klinge; Stanhopea oculata var. flava Planch.; Stanhopea oculata var. geniculata Klinge; Stanhopea oculata var. lindleyi (Zucc.) Lindl.; Stanhopea oculata var. meleagris auct.; Stanhopea oculata var. minor Heynh.; Stanhopea oculata var. viridiaurea Planch.; Stanhopea ornatissima Lem. ,"40, 42",NA,Daker & Jones (1970),NA,
Stanhopeinae Benth.,Stanhopea oculata,(Lodd.) Lindl.,Ceratochilus oculatus G. Lodd.; Ceratochilus oculatus Lodd.;Dendrobium grandiflorum Sw.; Epidendrum cornutum Sessé & Moc.; Stanhopea aurantia Lodd. ex P.N.Don; Stanhopea bucephalus Lindl.; Stanhopea cymbiformis Rchb.f.; Stanhopea guttata Beer; Stanhopea guttata K.Koch; Stanhopea lindleyi Zucc.; Stanhopea minor Schltr.; Stanhopea oculata var. aureum Henshall; Stanhopea oculata var. barkeri Heynh.; Stanhopea oculata var. barkeriana Lindl.; Stanhopea oculata var. cinnamomum Henshall; Stanhopea oculata var. conspicua Regel; Stanhopea oculata var. constricta Klinge; Stanhopea oculata var. flava Planch.; Stanhopea oculata var. geniculata Klinge; Stanhopea oculata var. lindleyi (Zucc.) Lindl.; Stanhopea oculata var. meleagris auct.; Stanhopea oculata var. minor Heynh.; Stanhopea oculata var. viridiaurea Planch.; Stanhopea ornatissima Lem. ,42,NA,Daker & Jones (1970),NA,
Stanhopeinae Benth.,Stanhopea ruckeri,Lindl.,Stanhopea inodora Lodd. ex Lindl.; Stanhopea ruckeri var. speciosa Lem. ,40,NA,Daker & Jones (1970),NA,
Stanhopeinae Benth.,Stanhopea saccata,Bateman,Stanhopea elegantula Rolfe ,c.40,NA,Daker & Jones (1970),NA,
Stanhopeinae Benth.,Stanhopea wardii,Lodd. ex Lindl.,Stanhopea amoena Klotzsch; Stanhopea aurea Lodd. ex Lindl.; Stanhopea inodora var. amoena (Klotzsch) Lindl.; Stanhopea venusta Lindl.; Stanhopea wardii var. aurea Henshall ,"41, 42",NA,Daker & Jones (1970),NA,
Stanhopeinae Benth.,Stanhopea tigrina,Bateman ex Lindl.,Epidendrum fragrantissimum Sessé & Moc.; Stanhopea expansa P.N.Don; Stanhopea tigrina var. atrata Lodd.; Stanhopea tigrina var. aurea Stein; Stanhopea tigrina var. aureopurpurea C.Morren; Stanhopea tigrina var. grandiflora De Duren; Stanhopea tigrina var. grandiflora-superba Cogn.; Stanhopea tigrina var. luteoloviolacea C.Morren; Stanhopea tigrina var. lutescens B.S.Williams; Stanhopea tigrina var. purpurea Lodd.; Stanhopea tigrina var. speciosa Jenish; Stanhopea tigrina var. splendens Kraenzl.; Stanhopea tigrina var. superba Henshall; Stanhopea tigrina var. tigrina  ,40,NA,Daker & Jones (1970)    ,NA,
